epoch,lr_g,lr_d,train_G,train_D,train_L1,train_VGG,train_FFT,val_PSNR,val_SSIM,val_L1
67,2.5e-05,2.5e-05,1.86437219016406,0.2730557641812733,0.34654939630810094,0.20228234754533184,0.06696430692563252,26.397895180219802,0.9425347447395325,0.042270998247777636
68,2.5e-05,2.5e-05,1.8949010128877601,0.2620225291775197,0.34430221270541755,0.20404430615658664,0.06645951108360777,26.167937538409195,0.9387295842170715,0.042568826319082924
69,2.5e-05,2.5e-05,1.9326556288466161,0.24912009707518987,0.35896362942092275,0.20611457617915407,0.06771958011145494,26.18906782378559,0.9374811053276062,0.04354109716318224
70,2.5e-05,2.5e-05,1.866077566633419,0.26779844353393634,0.3316905942498421,0.20534806774587047,0.06716387703710673,26.139073703290116,0.9379221796989441,0.04284120808638956
71,2.5e-05,2.5e-05,1.9091856601286907,0.2708502740276103,0.34383262663471453,0.20861695250686335,0.06807436406308291,26.633969852388354,0.9415363669395447,0.040794611969233854
72,2.5e-05,2.5e-05,1.8963715300268056,0.26499979684547503,0.33894867678077856,0.2043383036340986,0.06694621014959957,26.506477917249285,0.9407374262809753,0.04195330972256868
73,2.5e-05,2.5e-05,1.8938872473580497,0.2749451132757323,0.35976180495048055,0.2104768455028534,0.06847887653477337,26.288428288381663,0.93756502866745,0.04292604602549387
74,2.5e-05,2.5e-05,1.9258481823668188,0.2504309108670877,0.34050500027987424,0.2037889473900503,0.06726139943514552,26.442035862504184,0.9414411783218384,0.042418405919781195
75,2.5e-05,2.5e-05,1.928751573270681,0.24951201920606653,0.33636666773533336,0.20613516167718537,0.06742040904200806,26.554799288236584,0.9412684440612793,0.04081973030596324
76,2.5e-05,2.5e-05,1.9473897680944325,0.24617814363873736,0.345584505370685,0.2017318299230264,0.06764537628207888,26.54415137964597,0.9411948919296265,0.0420844874891412
77,2.5e-05,2.5e-05,1.9421471746600405,0.24440617813747756,0.3389401028350908,0.20254386687765316,0.0664175133011779,26.406996220532456,0.9408655762672424,0.043063675681048116
78,2.5e-05,2.5e-05,1.8883679934910365,0.2553434651725146,0.32983243982402644,0.20504818248505496,0.06753983713534413,26.354706092435233,0.9394654631614685,0.04218172105839071
79,2.5e-05,2.5e-05,1.9561331320782096,0.24493613763123143,0.3523870277769712,0.20650901843090447,0.06775762231982484,26.77672161398976,0.9427967071533203,0.04006903241995884
80,2.5e-05,2.5e-05,1.9778934911805757,0.2404327611533963,0.34376916258918994,0.20425224760357213,0.06750784114915498,26.46221083613735,0.9409568905830383,0.04160020065129451
81,2.5e-05,2.5e-05,1.869012535834799,0.26707510619747393,0.3178923133076454,0.2022044828959874,0.06571855943421928,26.46456373291531,0.9406091570854187,0.04185182749010299
82,2.5e-05,2.5e-05,1.9341212827332166,0.24300777243108165,0.3382125466453786,0.19919379268373763,0.06592464469829384,26.746539055660985,0.9427486062049866,0.04074250083700146
83,2.5e-05,2.5e-05,1.8614001906647974,0.2602683725405712,0.3317709434397367,0.1980897291582458,0.06543041522405585,26.475855621827098,0.9428974390029907,0.04250608732842881
84,2.5e-05,2.5e-05,1.9130341374144262,0.25101832346040376,0.34483199794681707,0.19916458275853371,0.06638806815050086,26.333692216214075,0.940173327922821,0.04258683797619913
85,2.5e-05,2.5e-05,1.9271250817240502,0.24668297019540047,0.338840371796063,0.19857355313641684,0.06618936914874583,26.44857404526809,0.938917338848114,0.042343436274677515
86,2.5e-05,2.5e-05,1.9376696153562896,0.24689170003545527,0.3154233426463847,0.19375458511770988,0.06467518871840165,26.701445714614945,0.9431578516960144,0.04123009242238882
87,2.5e-05,2.5e-05,1.9056630353538357,0.24380775753940856,0.3136258307768374,0.1943109479485726,0.06492205184637284,26.427486050428826,0.9417088627815247,0.042336319208793015
88,2.5e-05,2.5e-05,1.87795077781288,0.25649708570266255,0.3215451307442723,0.19567743795258657,0.06434255891612597,26.521166743639675,0.9413865804672241,0.04130659475112739
89,2.5e-05,2.5e-05,1.9126568448786834,0.2530807560803939,0.33108836655714075,0.19524543413094111,0.06478473141181226,26.635915906993997,0.9432770013809204,0.04156253468650191
90,2.5e-05,2.5e-05,1.9050235334707766,0.2518981295276661,0.32165785833280913,0.19674347097776373,0.06505813525647533,26.754828600830546,0.9431462287902832,0.04019706708419582
91,1.25e-05,1.25e-05,1.8554490415417417,0.24117626052121727,0.3079625964164734,0.1955036274632629,0.06302545782254666,26.544269637896566,0.9427226781845093,0.041357838285520025
92,1.25e-05,1.25e-05,1.8267560175486974,0.24872387459083478,0.30095916104559994,0.1938173439429731,0.0636415565956612,26.35903425395826,0.9422118067741394,0.04200541456837369
93,1.25e-05,1.25e-05,1.9140093253583323,0.2203410030627737,0.306294033113791,0.19662127750260489,0.06425785630637286,26.093178964851376,0.9403234720230103,0.04303455532973875
94,1.25e-05,1.25e-05,1.8799236866892601,0.22929275127089754,0.29979941948336,0.1954617092804033,0.06414901541203868,26.565636296288652,0.9424706101417542,0.04173967134936348
95,1.25e-05,1.25e-05,1.9029929686565787,0.22244929750354922,0.3123991337357735,0.19345932438665506,0.06309288010305288,26.46122002849185,0.9426335096359253,0.04241702209591218
96,1.25e-05,1.25e-05,1.9344745947390187,0.2037017308935827,0.3183457231035038,0.1962881279843194,0.06425898712204427,26.309207115649354,0.940872848033905,0.0436625298841492
97,1.25e-05,1.25e-05,1.9562336911960525,0.21985243762634238,0.33024497755936216,0.20482191717138096,0.06586366922271494,26.382610038379198,0.9409322142601013,0.04333473029343978
98,1.25e-05,1.25e-05,1.9225223088751033,0.2124709520412951,0.3106797480461549,0.20299496608121054,0.06525003522330401,26.398220402045464,0.9414463639259338,0.04186724723600175
99,1.25e-05,1.25e-05,1.928234920209768,0.20922655429767104,0.3149775217990486,0.20279573299446885,0.06464971206626113,26.753917791799747,0.9438372850418091,0.04036778958676302
100,1.25e-05,1.25e-05,1.9828108330162204,0.20421823053335658,0.3135547996783743,0.2022635562687504,0.06498704767044709,26.45211190960336,0.9408193826675415,0.04190769062741943
